file	transcription	duration
Chapter10_209_209.wav	Αυόρτο κουναμάντα φυνιάρισπακα, καη χαμπή κουναουάγκα μάνα η άπατια αγγάτσι.	5.4816875
Chapter10_215_215.wav	cai anticonceptivosnis ka kunaka, hari kunapas, wari ni kunapas, uaua kunata charina, mana charina tapas pai kuna mi jikunga.	8.8114375
Chapter10_216_216.wav	うわうわ!くな! ジョースかちゃむしかたちゃりなぜ!	4.1540625
Chapter10_218_218.wav	Am adios daca ca e pe turea ii tutaitacur.	3.0279375
Chapter10_219_219.wav	Aishu oko punapika matchas ka kusakuna ni violash pa chichu sakki.	4.198375
Chapter10_21_21.wav	Τι αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυτοί, αυ	3.4985625
Chapter10_222_222.wav	Uahar mi kunaka ka isina ja kigakaw sa chung midius kamunang.	5.116625
Chapter10_223_223.wav	God, thank you.	1.850625
Chapter10_225_225.wav	Sinaca, pildoraham bicunaca caia punjapak, cei si un hambicunaca caina punjapakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakakak	6.35725
Chapter10_22_22.wav	Mirka domang, fūdol pukžia napambamang, aiziužakta kunamangti na kancji.	4.7883125
Chapter10_230_230.wav	Acum, Padre! Ca ii ziakta ca cingarii n-andorichu!	4.0228125
Chapter10_232_232.wav	Que espetida e ressucristo!	2.5045625
Chapter10_233_233.wav	خاواني روبا جو جاك تابي	2.3651875
Chapter10_234_234.wav	Van De Mi Amanta Rimay Kona	2.353625
Chapter10_25_25.wav	May pichay manawali ko na koriminata churang gapamunang ko na?	4.040875
Chapter10_27_27.wav	Niu kąčiuri fredių, kusiją mikani.	3.0638125
Chapter10_2_2.wav	Harry Freddy e Mata.	1.280125
Chapter10_32_32.wav	baik-baweja cinggap acuran atachurakuska, show mulitlah tapas apa riska puring?	5.770125
Chapter10_34_34.wav	Uyatikunata aparispa, purinakaryangningui, antinakunata kavelekunata pas.	5.59725
Chapter10_36_36.wav	पर लेगालिपाद परेगा वरे परेगालिपाद परेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगालिपरेगा	3.3525625
Chapter10_38_38.wav	مايبيني تجيبيني سنجوادانيًا من تجرسك نيه مباشتو مندقا كشون	5.4350625
Chapter10_39_39.wav	Nowa zany jak......walać!	2.2735
Chapter10_40_40.wav	Ας συναπάτσα κουτσυνάζια τα αφιλάδορου κομικά γρήν.	4.372125
Chapter10_41_41.wav	Manuela, con la cabina piso yangi, Tokoyiman, huirachingi.	3.8205
Chapter10_42_42.wav	И манич панюка кафреевень.	2.4618125
Chapter10_45_45.wav	kuna nga niuka lulao ang jishung.	2.0278125
Chapter10_47_47.wav	Не уйфрей!	0.6635625
Chapter10_51_51.wav	Jai, wistun zunaka, amen nesas pami zirka.	2.9596875
Chapter10_57_57.wav	Нюка маси, вреди ми не хурка!	2.207875
Chapter10_69_69.wav	Ma sì, qai pika internet ka mana hapinga acho.	3.1739375
Chapter10_6_6.wav	Не войфрей!	0.58975
Chapter10_72_72.wav	Kaipika, mana, czy internet, happy bang.	2.1819375
Chapter10_77_77.wav	M-a in computadora, tablet-un atapas si arin conacio.	3.3268125
Chapter10_78_78.wav	Půčice, si nakaněnouš a grinčice programatážu řejdě.	3.9903125
Chapter10_79_79.wav	Mana, mana, lula.	1.211
Chapter10_83_83.wav	Ca aici aripica ca ai jui ziata cu n-apii intervenma n-a te anjunis pova ui ziati grinti?	4.659625
Chapter10_85_85.wav	‫ویچی ان்டாپی یامکہ کنا ‫ஃہت் தும்லார் کپی گرابாஸ்கا یامکہ نஞگا کمங்கا ‫مینے رہمان் தஸیரیںٹھیکہ ‫الکالڈیا اور کمانچھا یارک	9.4201875
Chapter10_86_86.wav	Caica y machinami, me deja pocha, Líar y Cajarin.	4.6803125
Chapter10_88_88.wav	Alkan desa magdalena ayaala, Minga Chiuai, Kusi Hushka Mikani Kekin tarikusi kamanda.	6.785
Chapter10_90_90.wav	Wilson Walachi, empresa minera Walden Hans Nishka, ocupado por Sean McCann.	6.2705
Chapter10_92_92.wav	Al caldeza, y a ceensímica y municipio, y más allá de aquicunata chariquina,	5.312875
Chapter10_97_97.wav	Sina, faccia a me, don't go all'achì	2.733
Chapter10_98_98.wav	Και... Και μ' ατάχνε να είμαι κατά πραγμανούν.	2.578375
Chapter11_100_100.wav	Tu coitam e chareem-te. Rurukuna, Berduracuna, Hihuacuna.	6.519875
Chapter11_101_101.wav	cu n-amca productul cu n-apocinahul.	2.3811875
Chapter11_104_104.wav	I masz pataną szuką, tiendę ta czurancika.	2.62025
Chapter11_106_106.wav	¡Mai han cooperativo a gumer!	1.5815625
Chapter11_10_10.wav	Sianuru, Arsiniko, Shunwayucina, Hanbikunapas.	4.745
Chapter11_114_114.wav	Κοπέρα τη βάσνα τάντα να χούσπα, γάστοκουν να τα τάντα της πας, χάτουιου σαντσι.	5.8356875
Chapter11_118_118.wav	出封とコモンたしなし	2.3495625
Chapter11_11_11.wav	Și n-a ca... N-ați ui așa îngici ce ai impresa mine, acasem să mă huptea.	4.5465625
Chapter11_120_120.wav	Muy oconata, era mienta conata motos pa'ca, tan danajus para rendición.	5.7215
Chapter11_121_121.wav	su cooperativa masicuna.	1.7651875
Chapter11_123_123.wav	신아, 하봉, 로매우와 왕, 망찬이자 왕	4.332125
Chapter11_125_125.wav	Lina conata, la banda se sacunaban.	3.0035625
Chapter11_126_126.wav	Grudatapes, colquita, pasapamotxo.	2.872875
Chapter11_127_127.wav	E mais na música um gigo mercinda.	2.3248125
Chapter11_12_12.wav	Aari sarun punja asbat arikongapakshamur ka kuna mi dispa puringapak	5.141375
Chapter11_130_130.wav	y un cooperativar fíjancancona.	2.487875
Chapter11_132_132.wav	Fukuishing, Firiya Organika Konamanjing.	2.9605
Chapter11_142_142.wav	Caitis žiata paip pagyjān na paņu močiku tačiurā koška, amaru ka alkalde sa magdalena ailepa neupapisie jairirka.	9.3921875
Chapter11_143_143.wav	¡Ajita, rimasa, poxa galcaldeza! Sin apasnuca jatuco y hacha chihuarca.	4.8019375
Chapter11_145_145.wav	Αρινή σκάτα καζίξεινη μη, σινάπας, η μάτα νηγαπάχουμε να χωτά να χαμουκτανοίτσο αμαρουσάντσεις.	6.695625
Chapter11_146_146.wav	Καίρνυ πρέσαια, μην ραμάντα ζούζα γρουνά, εκεί κύνταρρικούν γάμπω ξαμούρκα.	4.4903125
Chapter11_148_148.wav	¿Oye, son gualichitas, ¿nejonguí?	2.020375
Chapter11_151_151.wav	Alcaldeza, que quien que haya changichu, Chayminas ha cielo abierto y Machina ya en Canataca.	5.7486875
Chapter11_154_154.wav	Alcaldeza, hujas parañar el pagrino.	3.3855625
Chapter11_157_157.wav	¡Uy a Pangeal Caldeza!	1.3548125
Chapter11_158_158.wav	Καζαρυπικά ορκούπετε η ναμιτάτατσα χωράνκων.	3.01525
Chapter11_159_159.wav	چایکی پکا ایشاش کرومی کنیتا حپیش پا فول بو ترورن کنی	4.366375
Chapter11_161_161.wav	ca tipica acest casi anuro arseni cu iacua mai jancuna.	4.6630625
Chapter11_162_162.wav	Kippazeta kakutin sukta gvenen no kunatapas churaspa kurita azbamanta chi kengia qinkona.	6.5004375
Chapter11_163_163.wav	やくたかききんばこもなまんたみじゅくちん	3.8449375
Chapter11_166_166.wav	Pero ama ya patas de aquí ya richo, chay siempre sacunaca, suctratamente toda y acuta, rujan ni rica.	6.86375
Chapter11_168_168.wav	Caj ca mai pipa zmana cina ce o alcaldeza.	2.955
Chapter11_177_177.wav	¿Qué quenga ni el cangisianuro, arcenico?	3.4311875
Chapter11_178_178.wav	Me ocurrió pasión.	1.26825
Chapter11_180_180.wav	Que chai venen o con acá Canadá, Estados Unidos pica prohibido mi casca, ni nanta runa conata, aspatapas o agreschisca manta.	8.5841875
Chapter11_181_181.wav	Alcaldeza y maquita ricoche pa'	2.7443125
Chapter11_183_183.wav	چاکو ریانی جو تا ککیم پمکی پیچھریں گی	3.44575
Chapter11_186_186.wav	Čegramotat aringapaka pits kao varangalitru jaku taveninus pamizuksiči.	5.801875
Chapter11_187_187.wav	sinaka, chaitu, kushinami kan, sinapas, sinapas, yang kui kunata, kun, asaka, empliotakun	10.661125
Chapter11_188_188.wav	Hama a Sichiwaichu al Caldeza	2.51075
Chapter11_190_190.wav	Caita o guiapá y alcaldesa.	2.017625
Chapter11_193_193.wav	su exteriore portaje can	1.8945625
Chapter11_194_194.wav	Superiodiste, cuatoriano, ruralista.	2.2365625
Chapter11_196_196.wav	Hámonos con una paca ni más yanca y hay una explotación rármitia.	4.490875
Chapter11_197_197.wav	Prostituta com uma estando com um api.	2.3889375
Chapter11_198_198.wav	Стижу по чакам!	1.5275625
Chapter11_1_1.wav	Niu Kačuri Fredi Kašna Newarka!	2.20075
Chapter11_200_200.wav	Συνάπασ, καλαίκουν απ' αστίαν, εις τα δομανκούλκηγου τάπασκούν γαμή.	5.9711875
Chapter11_201_201.wav	Εστά δούπακα ασιάζα μισακίρι.	2.23675
Chapter11_202_202.wav	Suerte tachares para cadíes por ciento, empresa extranjera con 90% tapa. Y un canchimama ya está cadíes por ciento ya tachari.	8.524875
Chapter11_206_206.wav	Cálico en toca alcaldeza magdalena, cayar 500 guata o haya, cerro rico, potosíor, cupí, bolívia mamá yactápica.	8.196875
Chapter11_207_207.wav	Na Maru Sancis, dziać Commission.	2.57225
Chapter11_209_209.wav	وينجب لنقنشوا القلدسة	2.8846875
Chapter11_211_211.wav	Savon et Ropak aillent les juillets à tapis.	2.2808125
Chapter11_212_212.wav	¡Pande mi amanta, Rima y Cuna!	2.3325
Chapter11_22_22.wav	Cea e impresa ca ca e pica mana e ai cungaciu.	2.7035625
Chapter11_25_25.wav	Nya kotensouji maiku na maialis pa ka? Kaiku na maga? Ima wa ku na ku na pa? Nao ya rindu?	6.6789375
Chapter11_26_26.wav	今、ごびえのかにお感じをしてやし方かなぁ、ゆやんちょう	3.53175
Chapter11_2_2.wav	sumą kausai ujačia antamanta, čiai larkaladopi runa ažiužiaktakuna kausa pamanriška.	6.8238125
Chapter11_31_31.wav	νιουκάπας κοντά χειαρικάνι.	1.846625
Chapter11_36_36.wav	Habo nero paź już jak ta pika, nie naświej ta uszęticzu.	3.4445625
Chapter11_37_37.wav	Alcaldezaka guija chilka mi, covid paba kunakuna manta, paikuna kaca chaia munga minispa.	6.16075
Chapter11_39_39.wav	Nigrinkakona, činakonapas, rūsakonapas, kova nakonapas, nimmana čia muskas.	6.4323125
Chapter11_3_3.wav	Cea ii pică, șu ca arușactămanta impreța, milna de oro, niscata ceură în apamonanacul.	6.5926875
Chapter11_40_40.wav	Ima, se santo kuna ni'ng.	2.015
Chapter11_42_42.wav	کائی پنجا کنا پینیمی پریمیل لوتے تچریشون رکو کنا پر	4.893125
Chapter11_43_43.wav	Y masina ni spaca, maja, 65 guata y alita, charizcuna mi vacuna ringa.	5.73675
Chapter11_44_44.wav	Sinea, ca interneti pii, solisituta, hundă cișpa, bun de-ai păcată sui aici.	5.6853125
Chapter11_45_45.wav	Бунтуальча яйти!	1.637125
Chapter11_46_46.wav	Τούς νότατ σύγγατ σύσπακα, φιλάπισα η αρύσπα σου για εις ανοίμ.	4.8794375
Chapter11_48_48.wav	ハルカデーサー、ニュカカマシナを渡ったチャレンジタパシ、ダヤチャニーカー。	5.3741875
Chapter11_53_53.wav	Sine pas 75 watama pas manara cea iangit	4.3228125
Chapter11_55_55.wav	Pousse à l'alcaldeza, je suis tapouille.	2.572375
Chapter11_58_58.wav	Ari kikinkan nyawa kunariskan, kasi panjang, mandrak ngering.	4.2695
Chapter11_59_59.wav	Ari, Ministerio de Salud, mi autorización de acuarca.	3.988375
Chapter11_60_60.wav	Și n-apas, de apa ta, para hupi, ii a cilis că cani.	4.3501875
Chapter11_61_61.wav	Aš jau kaldeisą, ama jau patapiną vispa, učia rūraji!	4.0255625
Chapter11_62_62.wav	Μην ισθεριοτακούτειν τα πουρίνει, καίκησα καουάμβρακουνά πας μπακουνάρινγα νιουάσκα.	6.5050625
Chapter11_66_66.wav	¡Núca Irgany al Calde Sauri Mangapag! ¡Emanagcha y vacuna nisca con la mantaca! ¡Achesta oanga, empresa minera manta!	9.205125
Chapter11_69_69.wav	Dono un serio que quinquenba chorica, o ya se han atacado alita mi apajo.	4.961375
Chapter11_6_6.wav	JP Internet señal Natalpe en TV en la taca grabarca Amaruan como una manta de gente con agua, su masicuna guampas	9.2885625
Chapter11_72_72.wav	Sinaca, ¿qué que me guarda mi capa? Proyecto de huertos familiar con agua por hijo.	6.202375
Chapter11_74_74.wav	Фреды и жюзю как пизята, а мы гонерка в мать.	3.13175
Chapter11_75_75.wav	나 얘 잘 간이 귀신빛이 와이동하고 새비	3.493
Chapter11_77_77.wav	Alcaldesa, hasta bengar y cheiproyecto menero manta, Riemann Gapami, se amorcani.	5.5170625
Chapter11_79_79.wav	Kayak, yang kayak kan yukan cik munis, si pio pak alip, pacakan akan gaya hunin-ni.	4.9111875
Chapter11_7_7.wav	Savoniropak aj žužak tapy.	2.4578125
Chapter11_80_80.wav	மانا مانا اوچھا جا ما شلکا لدیسا	2.3354375
Chapter11_82_82.wav	מין את המי פתשור הגלין	1.6999375
Chapter11_8_8.wav	பண்டுமியமாண்டா..	2.3359375
Chapter11_92_92.wav	Vode gamaanta gumersin da guarmica, o así piñata, maipipas darpunata y hacha chiskami.	6.4930625
Chapter11_93_93.wav	شکوناکہ مانگا کناتہ لیچو آون راوانوں چراً	4.7590625
Chapter11_94_94.wav	Chaisuca, Perhílta, Colantrota, Vintanapio Arcuspa, Fococín.	6.1474375
Chapter11_95_95.wav	Šūkunaka, būti jatą, du bukunata pirkāpi varkūšpa, siināšpa, kol, siinā jatą, sevo jākunata, vieniai tina.	9.8074375
Chapter11_96_96.wav	Aikai varmi kuna kusas patus kuna pija man ar atar puska.	4.7796875
Chapter11_99_99.wav	Nima'yı umarısında?	1.111875
Chapter11_9_9.wav	종가쇼 카피툴	1.564875
Chapter12_102_102.wav	¡Jalada, ¿de usted?	1.4691875
Chapter12_103_103.wav	Трагу какая, трагука чай и хуру та во нючень нига!	5.2065625
Chapter12_104_104.wav	I go with this cat.	1.835125
Chapter12_106_106.wav	E' un'armandirotto riconieri!	2.6880625
Chapter12_107_107.wav	سلوووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووووو	2.8771875
Chapter12_108_108.wav	J.Haw Amaiupe, de a comunidade J.P. me está o assim de cá o Seiz de Corinh.	5.7525
Chapter12_109_109.wav	Chai manca, empresa minera manta gerente Chai Asuka.	3.44875
Chapter12_110_110.wav	Уильцом в лати, Хариарий скажу нами Пайка.	3.18275
Chapter12_111_111.wav	π Commission Ministry of Energy, OKP, Jamká Őnávan, Çayánšik.	4.450625
Chapter12_113_113.wav	Ministério Cacay, Al Pacunata Cusca, New Canchigolden, Hans, compañía man metá al Pacunata explotan gapa, sin acar...	8.6385625
Chapter12_115_115.wav	Ministerio ka mana paipak aspatasin na piman, kong viday tawos ang konacho.	5.1520625
Chapter12_117_117.wav	Shugo empresama kona honte, jaan kaita kocho, kanko na pa asi kacho.	5.3228125
Chapter12_119_119.wav	Papilta pisciar in cilmii!	1.7150625
Chapter12_120_120.wav	Συνάπας, αίπα ο κομπίτια να χρονάκα, εστά δοφαμάρει.	3.1826875
Chapter12_121_121.wav	Alpa, el coper de que sacunapas está dupa, Mari.	3.1485625
Chapter12_122_122.wav	Piteguere y coño esta duca.	2.0515625
Chapter12_123_123.wav	Siempre en el cascaca está docando, canchigme, canchigme.	3.8921875
Chapter12_124_124.wav	Cancunaka, gobierno, manta, puse a gmanta, cangichi.	3.6466875
Chapter12_125_125.wav	C'è piccà, nuocanti mi paganti.	2.0858125
Chapter12_126_126.wav	آجیگ آدتنا دو تاری که نکا پوشا کنمانتا	2.994375
Chapter12_128_128.wav	Minatachurang kapag niukanchig tatapunakan	3.0263125
Chapter12_131_131.wav	que hay convenios 169 Organización Internacional del Trabajo Naciones Unidas, Santuan.	7.199125
Chapter12_132_132.wav	Kankun akan nancu kai komeniotaka rixing gici.	3.1225
Chapter12_135_135.wav	Con veño 169 o ITNME, pueblos indígenas y originarios con ata tapunarcan, narag y ma proycto con acaya rímpi, paikunapa que derechos colectivos, sin hallata aspacuna o agiricópia.	14.3499375
Chapter12_136_136.wav	Caj cum s-a dat a ca, mana vincula in cichiu!	2.4645
Chapter12_138_138.wav	Çайпиже кушуң нюканти кутийтишка коната, ка зонгі тіх че омана.	4.6254375
Chapter12_139_139.wav	நیانیو کنی حور کنیکہ سینیور کے لگاند	2.7533125
Chapter12_13_13.wav	Szwonej Ropa, a i Józek Tapi.	2.5640625
Chapter12_140_140.wav	Ca eu ii ați ganta pirea ta mandami. Ca ii runa cu nata ca rinjeta conocin.	4.8335625
Chapter12_144_144.wav	نیو کنچی کنامی نریапا کنچیگ	2.7821875
Chapter12_147_147.wav	Yukanchika mineriatami mana munanti.	2.9285
Chapter12_148_148.wav	Minería cielo abierto en Iskaka, Chaika invierno pascascascinámica.	5.4048125
Chapter12_149_149.wav	Canca na Racing Tumashi, cai menos o seu uso, informe de impacto à miltánia escata, presentás que a empresa ali pate a cinascata.	7.748625
Chapter12_14_14.wav	பண்டுமியமாண்டா..ரிமைக்கும்...	2.3293125
Chapter12_150_150.wav	Aji pa chak, kaspa ka, konsultat ta si na ya i ti gari.	3.6938125
Chapter12_152_152.wav	Καίτα κανείω καμόν σα κύβαιζ, ο Λεγάνος.	3.000625
Chapter12_153_153.wav	Tu cui jamișu, presi și o tăciarii.	2.2848125
Chapter12_154_154.wav	Tú cuícamos una conapas su cancha de fútbol tacó su mítpica. ¡Ari, nenga, llami!	5.69625
Chapter12_155_155.wav	Ας ακολκεί τα πως ακόμαν, κοναζαμεί φάλτα.	3.0438125
Chapter12_15_15.wav	チョンガイシカイカピトル	1.694375
Chapter12_160_160.wav	Cancuna mañacia consultata, Sakirini	2.988875
Chapter12_161_161.wav	Elexões municipales, já pactaram.	2.8100625
Chapter12_163_163.wav	Si inapapeleta ziunasta au rastunci.	2.943
Chapter12_167_167.wav	y más tembanoela.	1.096875
Chapter12_168_168.wav	Пунгу, укуда карта, та же та, мужка, та же куркангичу.	2.9225625
Chapter12_16_16.wav	Minería infierno pascásca.	2.6214375
Chapter12_170_170.wav	जे यामें नसा कुना का भी नेरी नेश कमान ता मिवकान्गा.	3.602125
Chapter12_176_176.wav	感後なおまたこのやちかぎち、前をおままんだこもねるくなった。	3.908625
Chapter12_179_179.wav	سیریو پچھا جنگا کھای مینر کنگا	2.440375
Chapter12_17_17.wav	Mineria s-u stent tableta niscata gimangicii.	2.7261875
Chapter12_181_181.wav	Не жі майта асакісюінчу, кай Голден Ханцманда.	3.39525
Chapter12_185_185.wav	si napa s natchai za tachu sopaita kayaika kęsopaita cimba pura rikui ka	6.1061875
Chapter12_18_18.wav	Y más sustentable y más uita de vieja.	3.179875
Chapter12_190_190.wav	Savon et Ropak a y jouli à Ktapi.	2.3123125
Chapter12_191_191.wav	பண்டுமியமாண்டா..ரிமைக்கும்...	2.3671875
Chapter12_19_19.wav	נימה איך מנריה נעש סטנטבל כנד	2.7059375
Chapter12_1_1.wav	Ca i-a pus acuma a marus ancesta rima-tisca cu naca suma causa-i uiatii ganta pică, ninanda uiarehu!	6.8140625
Chapter12_20_20.wav	Minerales kunaka man apapakunastaujini anju.	3.0670625
Chapter12_21_21.wav	من رالقناك تقريني	1.9304375
Chapter12_22_22.wav	ジョクチリン、イトコリン	1.96375
Chapter12_23_23.wav	Tokorikpi, empes akunaka žis pasirin.	3.121375
Chapter12_24_24.wav	言うと含まれた、まっぱくなった、コンタミナシウンド、アルパーのままたはチスパさきに。	5.9456875
Chapter12_26_26.wav	Amin asang gapaknya kayak muikajaring.	3.29875
Chapter12_28_28.wav	Фрайве, микан ги на че?	1.7118125
Chapter12_29_29.wav	Кам бъде аи ка е усевлюм и кае ночь?	2.9075625
Chapter12_2_2.wav	الكلدي سمجد لناب أمبي شو بون باشينة شايركة	4.1604375
Chapter12_30_30.wav	しなかくい残り	1.5365
Chapter12_31_31.wav	Τι έτσι πειράτε τα ραδιου μάνα τα μάση που είναι τάπης που είναι άλλη.	3.5321875
