file	transcription	duration
Chapter10_13_13.wav	Nyaubabacapa, Samu Bacapa Hamikuna.	3.445875
Chapter10_143_143.wav	かいにくいチキタを焼いてお尻尾	1.8993125
Chapter10_145_145.wav	چیمانتامی کاشنا روری کنوان کنگا یارکانی	4.138375
Chapter10_147_147.wav	Alisia, opa siakimir kanih.	2.72525
Chapter10_149_149.wav	شو أقنى مندة جيقنا وابورين	2.1219375
Chapter10_14_14.wav	Синопас, занка журак на том и министинчик.	2.6624375
Chapter10_153_153.wav	Guy Pika tu kuit dia, Charing!	2.1219375
Chapter10_157_157.wav	А湿تا ханбиң асипі, шайарішкаң, ханбиң такаң, мазкаң бътшіңі нағурң.	6.580875
Chapter10_158_158.wav	Nyamiya Janji Khanbik Nyamiya Janji	3.6625
Chapter10_15_15.wav	안녕?	0.6658125
Chapter10_160_160.wav	Нюка?	0.8135625
Chapter10_161_161.wav	はぁりゃり! キーキン!	2.352
Chapter10_162_162.wav	a machai aji kani ni aoita churai chou	3.75975
Chapter10_165_165.wav	Kiki hua watawanu tis kangi.	2.1704375
Chapter10_167_167.wav	Ka iwarni i Matakri Makuna ta mana i achanichu.	3.558625
Chapter10_169_169.wav	appendicitis.	1.7420625
Chapter10_16_16.wav	Άρι, μάση κουνάκα για τίκπη, είμαι πας βήθα τίκουνά τσα για μόπη, αλήμικάνο.	4.7923125
Chapter10_170_170.wav	チェイニーシカター、リコチタ、ウシャンギチュウ	2.8316875
Chapter10_171_171.wav	आरी तिक कुना जामि	1.9121875
Chapter10_172_172.wav	Μπήξα οράπη, κοτσιος κάτα δικό παίσαι.	2.92075
Chapter10_173_173.wav	またにこぎ!	1.4419375
Chapter10_175_175.wav	じゃいま ndami ウッチャ ジュクチン アジ コリーか	2.9538125
Chapter10_176_176.wav	La demanda, nunca usariscata, ocho rural carne.	3.830875
Chapter10_177_177.wav	ままじゃ、ぴたいととしわん、かみ	4.4204375
Chapter10_17_17.wav	Masih kunakan masamus, nape kunata, imawu jatih-jatih, biar limikan!	5.2440625
Chapter10_180_180.wav	Un nangapai pausica i m'apas na tucuix cas na porichum.	4.032375
Chapter10_181_181.wav	マナシナチュマシ	1.8925
Chapter10_183_183.wav	Μαναπίπας ουσίτα, μπιξάει ο σακησκοτάκας νερκάτιο.	4.1840625
Chapter10_184_184.wav	シナパ	0.8425
Chapter10_185_185.wav	Συνάπας είμα!	1.4189375
Chapter10_186_186.wav	watan dimi warangawarni wawa kuna manamunas papas cichutukusk	5.040875
Chapter10_187_187.wav	Tääimandami pusiakuna on kasnal rurajkuna, amma kateecho, amma kulkita manjast pašu hamburger rikuritcho.	8.4051875
Chapter10_188_188.wav	هما هم بيطة	1.935625
Chapter10_18_18.wav	Συνάπας νιουκαντσίγμη μάση που να πάνω να κάνω για να κάνω.	3.57575
Chapter10_191_191.wav	ヒマニンギタイヤリ!	1.830875
Chapter10_192_192.wav	Оликашка того неучек!	2.5315
Chapter10_193_193.wav	ใจข้างบีกุนักกับว่าว่าต่อช่วยอยู่จริงกับปากมี!	3.44775
Chapter10_194_194.wav	한단기 미무시	1.76175
Chapter10_195_195.wav	ちゃいまなまなしじゅうちんがぱちかん	2.8193125
Chapter10_196_196.wav	Amawa to kuchu sinazata, Amawa kuna tijutukuchu mi ka?	5.4375625
Chapter10_198_198.wav	Κουνανκάτσα είχαν πίκουνα τάκα η μαμπας, μισκη τας να συνάχα, καράνκάραν γυτσικτή.	6.3091875
Chapter10_199_199.wav	Tata Bye	0.7834375
Chapter10_1_1.wav	Lula.	0.443
Chapter10_201_201.wav	Nuka cipak zantai mikan.	2.050125
Chapter10_202_202.wav	Μάνα μουνάσκα τίτου η αίτα χαρκάιτα.	2.680125
Chapter10_203_203.wav	کی کی ما نہ ہا پیچونگا	2.025
Chapter10_204_204.wav	இப்பா தனிந்தி?	1.033125
Chapter10_205_205.wav	die die meiner Kambien gibt.	1.678125
Chapter10_206_206.wav	Si n'apes, xur una coname en que caranàmix, està on garing quits a un embraconame.	5.4843125
Chapter10_20_20.wav	آییو یایچی, ان்தாட்டாரு ரங்கபக்கا கன்ஞாமாங்சுக்ஸ்பா, ருரானாமிக்கங்கிச்சினிர்காம்	6.752375
Chapter10_210_210.wav	Natusina Jujanki!	1.45675
Chapter10_211_211.wav	マナシナチュ	1.3699375
Chapter10_212_212.wav	¡Hari-kun, aguarmikkun, pi-wambas, puri-kaya-ringami!	4.540375
Chapter10_213_213.wav	あいまんだ、ちゃいまんだ!よいまいくな、ミランが!	3.2088125
Chapter10_214_214.wav	Αμμα, καμπα, μάνα, τιαρίς, κακούνα μάνα, ριμαίτσου.	3.3124375
Chapter10_217_217.wav	Sì, non mi!	0.912875
Chapter10_220_220.wav	Apologyo kuna sinak runa kuna tiang.	2.8169375
Chapter10_221_221.wav	Això és que és que conata d'orràsca. M'han de pingar conami, porina.	4.88825
Chapter10_224_224.wav	Kanguarmikuna, Kangunamanda, ima rurana kunata jikuna kangiichi.	4.462125
Chapter10_226_226.wav	いますなシューマシネンス	2.126
Chapter10_227_227.wav	Immata nihungi tajari!	1.94325
Chapter10_228_228.wav	Shoeu-chig!	0.8920625
Chapter10_229_229.wav	Χαρκέει ο Ισας Πάγα, μάναννάτσι οτσιουτσινα κουνάτσι.	3.3325
Chapter10_231_231.wav	ジョークシスパイ!	1.374625
Chapter10_23_23.wav	Ali pa chayoy ay kang?	1.9588125
Chapter10_24_24.wav	Y más patamana ha vuelar camanrinchi	2.867375
Chapter10_26_26.wav	Cans nakati un aukicuna!	1.752
Chapter10_28_28.wav	Niu kašaukia čia turi paiką. Manamama ta kariksiu šarkacu.	4.272375
Chapter10_29_29.wav	Пай-то он гусь по гонюрка.	1.7635625
Chapter10_30_30.wav	مانا νیوکا چوریکا شکا مانا شنا نیچو	2.540625
Chapter10_31_31.wav	Paika, uja, chin antataka alia pahun rikorin.	3.662625
Chapter10_33_33.wav	ポンだから、なっぱちゃかね、ミニューかたいたか	2.7429375
Chapter10_35_35.wav	kunang ga cukup seluruh ngerjuan jatuh kuizah wujah cita usanti	3.578875
Chapter10_37_37.wav	Suma kau sayu ya, Tiga. Taa imaja kaya panah hubungan dapat cakap grinti.	6.351625
Chapter10_3_3.wav	Manuela	0.5838125
Chapter10_43_43.wav	ニュカカマンなやり	1.78975
Chapter10_44_44.wav	Jaisupas, hein, Jaisupas.	1.3796875
Chapter10_46_46.wav	キッキ	0.6501875
Chapter10_48_48.wav	Pisa, mumpipas, e cúlia canva?	1.7118125
Chapter10_49_49.wav	Arri, arri!	0.63875
Chapter10_4_4.wav	かいぴみかに	1.1648125
Chapter10_50_50.wav	E aí, Ring?	0.7085625
Chapter10_52_52.wav	Τι έζουν ακουνά καν. Κορο να βύρω στα πας, για λίμιζε εικού να μικάνω.	4.11475
Chapter10_53_53.wav	Imana jatahkan gisama payai kurip-paitiari payai.	3.412625
Chapter10_54_54.wav	Alipunja, alipunja, e aí que eu te vai te ir?	2.4239375
Chapter10_55_55.wav	Sintis de agímeis!	1.516125
Chapter10_56_56.wav	Aquí és periscauanca. M'anapacte hagi jamut a nit.	3.8189375
Chapter10_58_58.wav	Uya ti antamantachiukangi ti kuiza	2.671375
Chapter10_59_59.wav	Aari!	0.5221875
Chapter10_5_5.wav	キッケ	0.446
Chapter10_60_60.wav	Aziz'e çıça yamun geçi.	1.6640625
Chapter10_61_61.wav	e qui ci asi con ghietti.	1.9235
Chapter10_62_62.wav	suma cu pația, suma cu pația încicarii	2.2051875
Chapter10_63_63.wav	tu cui all'imicarca mama	1.763125
Chapter10_64_64.wav	тұ көшуңу аң алізен кайта кай манда патша сінға пақшамышкеңті.	4.1855625
Chapter10_65_65.wav	Maan arhkaja rispa, miski ja kutta pappatapismi kusum.	4.2580625
Chapter10_66_66.wav	Ajími, cuspa cá, Ajími, Jean-Carin.	2.7840625
Chapter10_67_67.wav	Sinami Nachu	1.208
Chapter10_68_68.wav	Arisina Pach	1.3315
Chapter10_70_70.wav	c'è i tamimana, c'è a rinchi	1.8179375
Chapter10_71_71.wav	しなかいましながらタグイザチグリングイチ	2.34925
Chapter10_73_73.wav	Man	0.5624375
Chapter10_74_74.wav	Ima shatakaipi wa wa kunaka ya cha hona hun?	2.6491875
Chapter10_75_75.wav	Manai, a chacouncho!	1.2530625
Chapter10_76_76.wav	pandemiam atas ka manna ia chana wa simaan rikon kuna	3.2270625
Chapter10_7_7.wav	ニャミスがありたんだな 浮いたしなすかんち	2.33175
Chapter10_80_80.wav	Πούν δάστας να ζωζάς	1.0345
Chapter10_81_81.wav	Zimasha to się na Ngariany Pondak.	1.862125
Chapter10_82_82.wav	Tapu ikunata hapishpa, sinaspa hipa ma'goya chianta piali chisun.	4.052375
Chapter10_84_84.wav	Cina, kazurajesz mi?	1.2635
Chapter10_87_87.wav	Sinami astau, uangliaris paliaris pakažarirka.	4.13275
Chapter10_89_89.wav	Νιουκάπας κουζίχωνι.	1.39825
Chapter10_8_8.wav	Uyat juga ndaka, Xinjita Pachamnya Uyarifung.	2.723875
Chapter10_91_91.wav	マシーを今たかいくなまなパン	2.965875
Chapter10_93_93.wav	Yeah?	0.593375
Chapter10_94_94.wav	番組やか明日からなくなったじゃんかいくな、いじゃみさける	4.58925
Chapter10_95_95.wav	Спасибо, Патч.	0.97125
Chapter10_96_96.wav	Žankai ižaka man nėu pamangri taka usagrinčiika.	3.8225625
Chapter10_99_99.wav	Žaika, ko si hun timi astau ong i anna paitau seimanda?	4.188
Chapter10_9_9.wav	Asta que eu ia com o nata chavinche?	1.8008125
Chapter11_102_102.wav	Chai ka!	0.6845625
Chapter11_103_103.wav	شو ييتة شاريني	1.460625
Chapter11_105_105.wav	Nucanci cooperativa, pa caccio!	2.202625
Chapter11_107_107.wav	Nuca un ci ciura grinchita!	2.35675
Chapter11_108_108.wav	Не а меня, что как антиг.	1.33675
Chapter11_109_109.wav	Masz na Takańczy!	1.1445
Chapter11_110_110.wav	Ari nyerimita ukakanci	1.35125
Chapter11_111_111.wav	Zaten bu şarkı için çok iyi.	1.3580625
Chapter11_112_112.wav	Aari!	0.627875
Chapter11_113_113.wav	中華石海味粉粉とぽこチフク粉	4.001375
Chapter11_115_115.wav	Čikant Čikant arpošu tanda na hoš pahatosu.	3.3125625
Chapter11_116_116.wav	ちゃいたチューニンキー	1.209625
Chapter11_117_117.wav	А, Риняня!	1.4821875
Chapter11_119_119.wav	Aria Aria tek azimi	2.109375
Chapter11_122_122.wav	Si n-apas masicuna, si o conata rurangapa, iata i conata, o sa si ummi.	5.3635625
Chapter11_124_124.wav	Azi Panta!	1.1263125
Chapter11_128_128.wav	hawa ta paoana kanji ang kasina amma puma mi ku chung	5.8595
Chapter11_129_129.wav	ニオカ、お題ピショウコマリタチアリーに	2.566875
Chapter11_131_131.wav	Alipace că nici păvizățin	1.948375
Chapter11_133_133.wav	Pai, col·a guampes, jangaita, o sencimami.	3.3428125
Chapter11_134_134.wav	Uiei ce-u armiicuna!	1.77075
Chapter11_135_135.wav	イマシナシューマシニワルカ	2.3520625
Chapter11_136_136.wav	Si ca vii aștia ca spăcă, m-a înnai metapa starișulți.	4.1699375
Chapter11_137_137.wav	тандан ахушка көпіка, манапіп ашқарғанғаچу.	3.914625
Chapter11_138_138.wav	シンチクナミカシュン	1.8888125
Chapter11_139_139.wav	¡Hoy ahí igual mi cona!	1.6606875
Chapter11_13_13.wav	Cepika imat atau tanir kaya hari?	1.6331875
Chapter11_140_140.wav	Hooyayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayayay	0.7569375
Chapter11_141_141.wav	Niscată patăcișpa Amarul Sanțiezma o ce a vizit cu nată cu un gapăr Pai păai jujă aptămâng rircani	8.030125
Chapter11_144_144.wav	Žūžarāgmi čūžāčia kitā pasiāji, maipip pasnia pasurma.	5.261875
Chapter11_147_147.wav	Παίκα, εντυτάπας και τα τάπας, κουσανήςπα.	3.77025
Chapter11_149_149.wav	چاירுன கנ'یو کنچ گایجیز اختاما ان چای ری میکنازا وانت سمور	3.76775
Chapter11_14_14.wav	Pai Kuna ni Yukan Chikta, Sinanis Pariku.	2.3913125
Chapter11_150_150.wav	Я что пать?	0.8236875
Chapter11_152_152.wav	Na, na, li, pa, chaka, si na pa, si, alita, zanka, ya nimi	4.9213125
Chapter11_153_153.wav	えへへへ 味が弱い	3.2158125
Chapter11_155_155.wav	και πίνει τα πας κούσα τσαϊπή, ο ακαπάνγη.	2.679125
Chapter11_156_156.wav	¡Hima ni pa'!	0.981625
Chapter11_15_15.wav	wahtakona ni nankuri hawapiti ang eti.	3.20175
Chapter11_160_160.wav	ひとまが	0.782625
Chapter11_164_164.wav	سینا پاچیсینا پاچی	1.3185
Chapter11_165_165.wav	아니야	0.8916875
Chapter11_167_167.wav	Asta un limpiot atigra cignin!	2.1160625
Chapter11_169_169.wav	‫היא משפחה.	0.6319375
Chapter11_16_16.wav	Cahika kikin gunakan imat, ayo yang gini tiara ikunaman daka.	3.982375
Chapter11_170_170.wav	Jakutą čo jie atinka pakačia, kus gta mimo cory.	3.57425
Chapter11_171_171.wav	Ceea iempre sa cunaca cu zicitaia asta oang, asta oang nia pas, ca rin capa-munangona.	5.450625
Chapter11_172_172.wav	しなか?	0.932625
Chapter11_173_173.wav	Chaituku i mapa i akuka mumaio kuna jagmanta mi tiga.	3.7239375
Chapter11_174_174.wav	Chalo akunaka wa niutin, aspa o kumangiaikong.	3.492375
Chapter11_175_175.wav	Yakukannya mana obyangga perazikan?	2.5494375
Chapter11_176_176.wav	Sine așa te așpăpă pisiţinia mai ne-a tarpun găpă că a usarit.	3.644625
Chapter11_179_179.wav	お腹に落ちて	0.9403125
Chapter11_17_17.wav	Tokui korita apaspa, yukant tik takar nii mažakta pambajau ansakinata monankonu.	5.9863125
Chapter11_182_182.wav	おかまきたいまま	1.976
Chapter11_184_184.wav	y ya sé, chucho, no, ya sé, chanichu	2.5660625
Chapter11_185_185.wav	나 예전이 좀	0.9800625
Chapter11_189_189.wav	Νιου κασιμικά ρα του γρήσκα μικανή.	2.46175
Chapter11_18_18.wav	Zanqai, taja, naoasita, suh tzakata kushu nir ka kuna.	4.7531875
Chapter11_191_191.wav	A ver.	0.6860625
Chapter11_192_192.wav	Не, не wait!	0.850625
Chapter11_195_195.wav	一日中	1.3661875
Chapter11_199_199.wav	आली पशे त्षानी	1.324
Chapter11_19_19.wav	Caracus, que t'ha pisat i ja engajus a conèmica escà.	4.306875
Chapter11_203_203.wav	아직 조용한게	1.5431875
Chapter11_204_204.wav	Na na na na patrzę.	1.791125
Chapter11_205_205.wav	ニュカンチ 繰り込むと カランチ	2.080875
Chapter11_208_208.wav	Yung yung gapagchura wa'y skandi.	2.422875
Chapter11_20_20.wav	Ais, eu já que tá percorrinte.	1.476125
Chapter11_210_210.wav	и мото-поснярура на конте.	2.3695625
Chapter11_21_21.wav	Cahaya mealih pacakan ga?	1.180375
Chapter11_23_23.wav	Sintita huyaichi antauwija chibi, ya just pekachung.	4.43825
Chapter11_24_24.wav	マンなかいマンかいあいこんがち	1.8119375
Chapter11_27_27.wav	Kajaj już jak ta pika masz na kuna ta unguśki akangić	3.2425
Chapter11_28_28.wav	Мана Ашка, он горячий.	1.9626875
Chapter11_29_29.wav	رکو کنا خم بھی ہوا کنتا یا چا	2.5100625
Chapter11_30_30.wav	Çейkunawan Khambirispa aji tukushkanchi	2.7665
Chapter11_32_32.wav	Sinapas Azimant, Tajimantah, Gambiris Parishkan.	3.10775
Chapter11_33_33.wav	海ピカチュウ屋様いた愛さんち	2.7066875
Chapter11_34_34.wav	Сі на жатних жахтами, куйтами, кунті.	2.4711875
Chapter11_35_35.wav	ちゃいかんごうち転こなたまんちゃちみ	3.071
Chapter11_38_38.wav	சினپஷ ماننا چایا مشکچ	2.3610625
Chapter11_41_41.wav	¡Mana, múzpa, rispaca, toco y ta mitar y ringa!	3.341875
Chapter11_47_47.wav	i ma ta puita pa salipangi chi chi	2.6339375
Chapter11_49_49.wav	유카媽마니와는 가르카, 알파, 엄마, cuyok, 피워, 차를 간기는 습아	4.1386875
Chapter11_4_4.wav	Imana jatah kangi sama paya ikur, paiti hari pahaya.	3.3628125
Chapter11_50_50.wav	しなパシアルパのまま、タウカコティンマリコヨシカ	4.131125
Chapter11_51_51.wav	シェナカジュチューマカイマンカ	3.4609375
Chapter11_52_52.wav	キキンがややりしかんぎたいと	2.726625
Chapter11_54_54.wav	waira ka ruku rukuumi, si na pa sindi tafuku unrami.	4.135125
Chapter11_56_56.wav	Не контигманно я пожукуку на пока?	2.6294375
Chapter11_57_57.wav	Asia, taas fienamikan!	1.734125
Chapter11_5_5.wav	Alipunja, alipunja, e aí, cu time!	2.4605625
Chapter11_63_63.wav	Si naka asyata suyai ti	2.65825
Chapter11_64_64.wav	Руку-куна киркаричи!	1.87875
Chapter11_65_65.wav	Του κούγια σημετά, κύρπαρήσκα καθησούντσι!	2.957
Chapter11_67_67.wav	Пойми я на парень, не побызять на горка.	2.8769375
Chapter11_68_68.wav	மன்னா, யாய், கரிட்டாவு, ஷar-Kannichu.	2.2661875
Chapter11_70_70.wav	คุณชีวิตนี้มี	1.142375
Chapter11_71_71.wav	Синами, синами, ее потянет, ее потянет.	2.553
Chapter11_73_73.wav	Манна-ман, не уковарника, у ней в атоманках, не уанюшками-кон.	5.400625
Chapter11_76_76.wav	Nuka kaman au ya Cianta Manta rimang gapak samur kan itu?	3.8243125
Chapter11_78_78.wav	I'm not a ardy.	0.7928125
Chapter11_81_81.wav	I masz po?	0.794875
Chapter11_83_83.wav	Ce ai jui ziata conau în rima cungunanii?	2.743125
Chapter11_84_84.wav	나 주시나 알리 큰 거 열이	2.01325
Chapter11_85_85.wav	Ναι, αρις, να πας! Είμαι σε το ταρισσό!	3.4426875
Chapter11_86_86.wav	چای ماناکہ آمازاکریچho	2.712625
Chapter11_87_87.wav	А Маруман Нюка Визятися.	2.2010625
Chapter11_88_88.wav	Пайка Пусягмикан!	1.6358125
Chapter11_89_89.wav	Παί καμάνω αισκαιησίκι μασίτου.	2.5740625
Chapter11_90_90.wav	ca-s na-a vizatini ca ii mi-zicurin!	2.6195625
Chapter11_91_91.wav	و سی پیدا نا خوش پا تار پو گارمی کنکا اش تای مطاب از یا یا پیچرینا کم	5.92925
Chapter11_97_97.wav	Масик, Куна!	1.2435625
Chapter11_98_98.wav	Не лай!	0.6173125
Chapter12_100_100.wav	आलीजा, आलीजा.	1.7250625
Chapter12_101_101.wav	Алиورa ta siata ka siarha ngithi na chu	2.6433125
Chapter12_105_105.wav	ماکی پیچکی پیچوری نرن دیکھا	2.26575
Chapter12_10_10.wav	Uy, jantat, atau uyeng gici?	1.921
Chapter12_112_112.wav	이 마시나 안녕 여자암치	1.8428125
Chapter12_114_114.wav	Ir naka kai aspakunaka nukant įkpa, nukant įkpahtai takunapak, nukant įkpahti neuparuku jai akunapagmi kang.	8.698625
Chapter12_116_116.wav	Ma ne albat aici un acolo cica mama!	2.0021875
Chapter12_118_118.wav	کہی سرو کو گஸ پکا نیو کنچی پر میکا	2.91175
Chapter12_11_11.wav	Κοντανζέτου γοηρά μαζί χωμ.	2.0904375
Chapter12_127_127.wav	Imat atau ningkapah munawang gikai wanga?	2.2945
Chapter12_129_129.wav	Cahitami masih kaning-ninggap agumunan.	2.1450625
Chapter12_12_12.wav	Oyeite, oyeite!	1.221125
Chapter12_130_130.wav	Amaníway, imaniscamanta.	2.1609375
Chapter12_133_133.wav	Riksinti tamarį, šinatapas.	2.198375
Chapter12_134_134.wav	Na, ju, jau ir hbika, jau čia, čia.	2.20425
Chapter12_137_137.wav	Такой коннота жужа и тихо.	1.8985625
Chapter12_141_141.wav	참옥 마쇼	1.472875
Chapter12_142_142.wav	Ya chan, guichu, críez, suguambra, cona.	2.562125
Chapter12_143_143.wav	Je suis un peu plus jeune que moi, je suis un peu plus jeune.	4.3429375
Chapter12_145_145.wav	masi mingas ka, kikien imą akas papas.	2.8875625
Chapter12_146_146.wav	Κουσυχονοί μεση να γυμαχούταου, يا ασπα!	2.2963125
Chapter12_151_151.wav	이만히 스페트에 관창기치	1.645625
Chapter12_156_156.wav	Cahika makita watan jami.	2.2290625
Chapter12_157_157.wav	Нюка Монсакивай!	1.5973125
Chapter12_158_158.wav	かいたかにギュカンチギャチャスカミカンチ	2.7669375
Chapter12_159_159.wav	Ali, bate!	1.150625
Chapter12_162_162.wav	再化パークタしなし	1.7573125
Chapter12_164_164.wav	Του παρίσουν, μασικούνα! Του παρίσουν!	2.349375
Chapter12_165_165.wav	ता पुंगा कामा निसानिंगा मि	2.510375
Chapter12_166_166.wav	Фреди, Фреди!	1.3355
Chapter12_169_169.wav	Na na, e faça, e mata!	1.8630625
Chapter12_171_171.wav	چای اکு ماندمی کچموریانگا	2.1505625
Chapter12_172_172.wav	I masz kiety i masz kieta, widza Cici!	1.9478125
Chapter12_173_173.wav	Питер Гуанюшки	0.856625
Chapter12_174_174.wav	Pita o anongrinar en mejor rícui, caiga chamuscata, riquitica y churascata.	6.23825
Chapter12_175_175.wav	いまと、いまと、ピトワニューグリン	2.1476875
Chapter12_177_177.wav	چاہی تاکہ رکھ کو گرنگ چیمی	1.8051875
Chapter12_178_178.wav	على لي	0.970125
Chapter12_180_180.wav	今だしましょう	1.3965
Chapter12_182_182.wav	Acha, acha, acha, ru write the shantii yang niminyukak.	3.2824375
Chapter12_183_183.wav	Tchau e super e mais já tchau, saqueirinho tchau!	2.360875
Chapter12_184_184.wav	ケーキングにスカンギー、チャイスパイタ。	2.22
Chapter12_186_186.wav	Shinnaka	1.05075
Chapter12_187_187.wav	しなか!	1.0349375
Chapter12_188_188.wav	しなか	0.810875
Chapter12_189_189.wav	しなか	0.99575
Chapter12_25_25.wav	கஷنα ка سوکنа پیمашینا نیا چارین	2.8521875
Chapter12_27_27.wav	Guna kamana ja chengi chich chuk pihuwa ni sapiri tungichi	4.427125
Chapter12_33_33.wav	Юкалонжий мангапар гумонан.	2.4154375
Chapter12_34_34.wav	Нюкака, токку и щонку ангелканий!	2.7218125
Chapter12_38_38.wav	Kaipika jaan kaikuna iza i manta minyukan cita ni nanda wa niu cihong.	6.4735625
Chapter12_41_41.wav	E aí, Juanga, sua equinaca já rindo.	2.5638125
Chapter12_42_42.wav	Halo, Manabinda!	1.3801875
Chapter12_43_43.wav	いまだよ、ヤンギ	1.14725
Chapter12_44_44.wav	それ以来、アスターを観たしか	2.80175
Chapter12_48_48.wav	Ćarka i mandaka i Matapasinarinjami.	3.258125
Chapter12_49_49.wav	Sinami šiu jau jak žuną, minkarėm.	2.9403125
Chapter12_4_4.wav	Yung yung gapachura wa sganggi.	2.2649375
Chapter12_51_51.wav	Είσαι τέλει μην καντά, καλειες κανεί.	2.2701875
Chapter12_54_54.wav	Si es todo.	1.1086875
Chapter12_57_57.wav	Larka kunat acarin.	1.721
Chapter12_58_58.wav	அளی می کنتا پاشرین	1.95975
Chapter12_61_61.wav	チャースキングアジェミ	1.3625
