file	transcription	duration	forced_language
Chapter10_177_177.wav	Mamá, ya, ¡bí daito tu chihuahamí!	4.4204375	es
Chapter10_17_17.wav	mas y kun akai masamos pa na pa y kunata ima huy chiku na ta chera chik bi alimikang	5.2440625	es
Chapter10_180_180.wav	Con nanga paipausica y mapas natukuscas na porijum.	4.032375	es
Chapter10_181_181.wav	¡Mana sin hacha más!	1.8925	es
Chapter10_183_183.wav	Manapipashushita, bixayo, Sakishikataka, Nirkachu.	4.1840625	es
Chapter10_184_184.wav	Shinapa	0.8425	es
Chapter10_185_185.wav	Sin apas y más.	1.4189375	es
Chapter10_186_186.wav	O a tandími o a ranga o a un guay, manamunas papas chichutukusk.	5.040875	es
Chapter10_187_187.wav	Chai mandami puse a conao en castanero reicuna, ama catucho, ama colquita manias pa' su hamburger rico rico.	8.4051875	es
Chapter10_188_188.wav	¡Hima! ¡Hima, kombita!	1.935625	es
Chapter10_18_18.wav	Si no pases, ni lo contigo ni más si cuuna pan mancha ya na' cancha.	3.57575	es
Chapter10_191_191.wav	¡Hima Ningita Yari!	1.830875	es
Chapter10_192_192.wav	¡Alicashka toonuchik!	2.5315	es
Chapter10_193_193.wav	¡Jajan bien con la caja, ¡uá, watas, suyo, chinga, ¡pogame!	3.44775	es
Chapter10_194_194.wav	¡Andan Gimimansi!	1.76175	es
Chapter10_195_195.wav	¡Te imagino, imagino su juicio, chingapa chucán!	2.8193125	es
Chapter10_196_196.wav	Ama o a wa tu cucho sin azata, Ama o a wa kuna tichu tu cuchumikang.	5.4375625	es
Chapter10_198_198.wav	...con un ancazaje, han bicunataga, imapas......miz kita sinas, carangarangichichi.	6.3091875	es
Chapter10_199_199.wav	Taita, bye!	0.7834375	es
Chapter10_1_1.wav	Lula.	0.443	es
Chapter10_201_201.wav	¡Nú canchipag zantai mi can!	2.050125	es
Chapter10_202_202.wav	Manamunasca, Chichuyaita, Hargaita.	2.680125	es
Chapter10_203_203.wav	¿Qué que manajá pichonga?	2.025	es
Chapter10_204_204.wav	Y ¿Para tan indí?	1.033125	es
Chapter10_205_205.wav	que tiene que ir a la mano.	1.678125	es
Chapter10_206_206.wav	Sinapas, si hubo una conamanca caranámica, hasta ongar en cuitsa o ambra conaman.	5.4843125	es
Chapter10_20_20.wav	Ay, yo ya he chí, antatarruranga pa'ca, canllama, juxis pa' rurana mi cangichinera.	6.752375	es
Chapter10_210_210.wav	¡Nadiosina yuyanki!	1.45675	es
Chapter10_211_211.wav	Manasinacho	1.3699375	es
Chapter10_212_212.wav	¡Hari-kun, aguarmikkun, pi-wambas, puri-kaya-ringami!	4.540375	es
Chapter10_213_213.wav	¡Ay, mamá! ¡Chai, mamá! ¡Yo, my girl, my girl, my girl!	3.2088125	es
Chapter10_214_214.wav	Ama Canva Manachariska con Amanda Rimaichu.	3.3124375	es
Chapter10_217_217.wav	¡Sinami!	0.912875	es
Chapter10_220_220.wav	Apologno con la cina de una cunatiana.	2.8169375	es
Chapter10_221_221.wav	¡Asta que has vacunado de rascas! ¡Mana pinga con a mi porina!	4.88825	es
Chapter10_224_224.wav	Cángua Armi Cuna, Kangunamanda y Marjurana Kuna, Tajikuna Kangiichi.	4.462125	es
Chapter10_226_226.wav	y mas naso mas inig...	2.126	es
Chapter10_227_227.wav	¡Y matan y junque tallari!	1.94325	es
Chapter10_228_228.wav	¡SiuYuTiiig!	0.8920625	es
Chapter10_229_229.wav	Y que, como se puede hacer, no se puede hacer nada.	3.3325	es
Chapter10_231_231.wav	¡Dios, sisupay!	1.374625	es
Chapter10_23_23.wav	¡Ali, pa' chayui, ay, can!	1.9588125	es
Chapter10_24_24.wav	Y más patamana ha vuelar camanrinchi	2.867375	es
Chapter10_26_26.wav	¡Cantando!	1.752	es
Chapter10_28_28.wav	¡Niukashou, ya churi paiká! ¡Mana, mamata, carixte, u sharkachou!	4.272375	es
Chapter10_29_29.wav	Paita un gochepaguanyurka.	1.7635625	es
Chapter10_30_30.wav	¡Mana, niuca, churika, y cabanda, sinan en icho!	2.540625	es
Chapter10_31_31.wav	Paika, oya, chinanta taca alia pahu rikorin.	3.662625	es
Chapter10_33_33.wav	Pondaca, na pa chacare mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi mi	2.7429375	es
Chapter10_35_35.wav	Conanga, suque se lo les van ya, tu cuisa huja chita o santi.	3.578875	es
Chapter10_37_37.wav	Me causé yo ya chiganta y me ajáquí a panahopustumanda pa' chaca green tea.	6.351625	es
Chapter10_3_3.wav	Manuela	0.5838125	es
Chapter10_43_43.wav	¡Ni otra cosa más naia arii!	1.78975	es
Chapter10_44_44.wav	¡Jasupas! ¡Jasupas!	1.3796875	es
Chapter10_46_46.wav	¡Kiki!	0.6501875	es
Chapter10_48_48.wav	¿Písamo un pipas de cúlia canque?	1.7118125	es
Chapter10_49_49.wav	¡Ari, ari!	0.63875	es
Chapter10_4_4.wav	¡Caipe micani!	1.1648125	es
Chapter10_50_50.wav	¿Ya ringu?	0.7085625	es
Chapter10_52_52.wav	¡Ya es una con acá! Corona virus tapas ya limiza y conamecán.	4.11475	es
Chapter10_53_53.wav	y manajatas que han gisamos pa' ya y corir pa' y ti harí pa' y	3.412625	es
Chapter10_54_54.wav	Alipunja, alipunja, ya hay que activar chíos.	2.4239375	es
Chapter10_55_55.wav	¡Sintis, ya gímen!	1.516125	es
Chapter10_56_56.wav	Aquí es Parísca, oanca. Manapácta, hacija mutanichu.	3.8189375	es
Chapter10_58_58.wav	¡Uyate, Antamantachuka, gui chico y trae!	2.671375	es
Chapter10_59_59.wav	Ari?	0.5221875	es
Chapter10_5_5.wav	¡Qué que...	0.446	es
Chapter10_60_60.wav	¡Ajaja, chucha, ya mongiichi!	1.6640625	es
Chapter10_61_61.wav	¿Tocué tu asican guiti?	1.9235	es
Chapter10_62_62.wav	suma pacha suma pacha anticari	2.2051875	es
Chapter10_63_63.wav	Tú cuya límica y calca, mamá.	1.763125	es
Chapter10_64_64.wav	Tu cuysunguos analizan cada caimanda pa'cha sin angapakshamuskianchi.	4.1855625	es
Chapter10_65_65.wav	Manar, caja rispa, miskiya, cuta, papata, pismicuzung.	4.2580625	es
Chapter10_66_66.wav	Ajímicos pa'ca, Ajími, Jean-Carrín.	2.7840625	es
Chapter10_67_67.wav	Sinami Nacho	1.208	es
Chapter10_68_68.wav	¡Ari-sina-pach!	1.3315	es
Chapter10_70_70.wav	Chaitami mana charinch	1.8179375	es
Chapter10_71_71.wav	si no caí masina te agüeza chigringich	2.34925	es
Chapter10_73_73.wav	Man.	0.5624375	es
Chapter10_74_74.wav	¿Imasa el caipi o a la cunaca y acha junajo?	2.6491875	es
Chapter10_75_75.wav	¡Mana, ya está concho!	1.2530625	es
Chapter10_76_76.wav	pandemia matas camana y achan agua simánry con cuna	3.2270625	es
Chapter10_7_7.wav	¡Ni a misos, alitan, a una huita, sin ascoche!	2.33175	es
Chapter10_80_80.wav	Pondas Najujas	1.0345	es
Chapter10_81_81.wav	Y mas a tocinando cariando, Pondak.	1.862125	es
Chapter10_82_82.wav	tapo y conata happy spa sinas pa hipa malo ya que en tapo ya le chisun	4.052375	es
Chapter10_84_84.wav	¿Quién hagas un racho?	1.2635	es
Chapter10_87_87.wav	Sinami, hasta oanglieris pa'lieris pa'cajarirca.	4.13275	es
Chapter10_89_89.wav	Ni o capas, cusijón ni.	1.39825	es
Chapter10_8_8.wav	Oye, si ganta cae, si no te pasame oye rijung.	2.723875	es
Chapter10_91_91.wav	Masivo, y mata, caigo la manga pam.	2.965875	es
Chapter10_93_93.wav	Ya	0.593375	es
Chapter10_94_94.wav	pandemia que a citar una cunata y ya no hay cunas, ¡i ya me saquir!	4.58925	es
Chapter10_95_95.wav	¡Aciena pa' chica!	0.97125	es
Chapter10_96_96.wav	¡Jankai y Zaka! ¡Mana ni opamangritaka o sagrintika!	3.8225625	es
Chapter10_99_99.wav	¡Ceica! ¡Cusí hun timi hasta la mañana pa' y te os he mando!	4.188	es
Chapter10_9_9.wav	hasta que oye con una tachalilla	1.8008125	es
Chapter11_102_102.wav	Chai ka!	0.6845625	es
Chapter11_103_103.wav	¡Siu, yo ya está chareini!	1.460625	es
Chapter11_105_105.wav	Nucanzi Cooperativa Pacacho	2.202625	es
Chapter11_107_107.wav	¡Nucante, churagrinchita!	2.35675	es
Chapter11_108_108.wav	¡Ni a mí, a chequeca cantigui!	1.33675	es
Chapter11_109_109.wav	Mas nata kanji	1.1445	es
Chapter11_110_110.wav	Ari, no me da un coca-cantí.	1.35125	es
Chapter11_111_111.wav	¿Qué es la gente?	1.3580625	es
Chapter11_112_112.wav	Ari.	0.627875	es
Chapter11_113_113.wav	¡Chunga iisca i mi kunakunata puko tih kuna!	4.001375	es
Chapter11_115_115.wav	Chican, Chican, tarpochón, tanda najo, espajatoschón.	3.3125625	es
Chapter11_116_116.wav	¡Chaita, chúnenque!	1.209625	es
Chapter11_117_117.wav	¡Ariñania!	1.4821875	es
Chapter11_119_119.wav	Ari, Ari, tecajimi.	2.109375	es
Chapter11_122_122.wav	Sin apas masícuna, su conata ruranga pa, y aca y conata, ¡o se sumi!	5.3635625	es
Chapter11_124_124.wav	¡Azi Panta!	1.1263125	es
Chapter11_128_128.wav	¡Hawata pa'uana canti! ¡Ancacina! ¡Amapuma mi cucuchung!	5.8595	es
Chapter11_129_129.wav	¡Nioka! ¡Ora y piso con marita charrini!	2.566875	es
Chapter11_131_131.wav	Alipacia Cánis Pavizacin	1.948375	es
Chapter11_133_133.wav	paikola guampas, jangaita o sanchimanmi.	3.3428125	es
Chapter11_134_134.wav	¡Uyey, chihuarmicuna!	1.77075	es
Chapter11_135_135.wav	y masina su masina y wharca.	2.3520625	es
Chapter11_136_136.wav	Si que vio es que caspa ca, manna y metápasta a rizulcho.	4.1699375	es
Chapter11_137_137.wav	Tanda na juzca, cagpica, manapipas, cargangacho.	3.914625	es
Chapter11_138_138.wav	Sin ti con la mi casun.	1.8888125	es
Chapter11_139_139.wav	¡Hoy ahí igual mi cona!	1.6606875	es
Chapter11_13_13.wav	Chai Pikaima tatanirkayari.	1.6331875	es
Chapter11_140_140.wav	¡Huyayay!	0.7569375	es
Chapter11_141_141.wav	Ni siquiera te pacta chispa. Amaro Sanchezma, oja ya veje conata con gapa, pa' y pa' a' yuj'a' tamangrircani.	8.030125	es
Chapter11_144_144.wav	¡Juzhara, mi chucha, chacita pasayazi! ¡Mai pipas, ni apasor, man!	5.261875	es
Chapter11_147_147.wav	paiká, entitapas, quiza tapas, cusanismas.	3.77025	es
Chapter11_149_149.wav	Chai Runa kan y u kan chigais y usó a la mano, chai rey, maikuna, zahuanta, samur.	3.76775	es
Chapter11_14_14.wav	Paiquuna ni canchita sin a ni spariku.	2.3913125	es
Chapter11_150_150.wav	y esto, pa'	0.8236875	es
Chapter11_152_152.wav	No, no, lípate acá, si no pasa, lítaz enca, ya no me...	4.9213125	es
Chapter11_153_153.wav	¡Eh, ¡hasta la mañana!	3.2158125	es
Chapter11_155_155.wav	y pintó a piscos a chaipi o a capanguí.	2.679125	es
Chapter11_156_156.wav	¡Hima ni pa'!	0.981625	es
Chapter11_15_15.wav	¡Vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a ver, vamos a	3.20175	es
Chapter11_160_160.wav	¿Qué domanga?	0.782625	es
Chapter11_164_164.wav	Sin apacha, sin apacha.	1.3185	es
Chapter11_165_165.wav	¡Nya!	0.8916875	es
Chapter11_167_167.wav	Hasta un limpio de atigracin	2.1160625	es
Chapter11_169_169.wav	y más bajas.	0.6319375	es
Chapter11_16_16.wav	La gente no se puede hacer nada.	3.982375	es
Chapter11_170_170.wav	Y a cuta, choé y haces un capacán, con un cuchillo de caminete.	3.57425	es
Chapter11_171_171.wav	Cái empresa con la cacuz, quita ya hasta o en hasta o en niepas, charingapamonancona.	5.450625	es
Chapter11_172_172.wav	¿Sinaka?	0.932625	es
Chapter11_173_173.wav	¡Chaitukui mapa y acuca! ¡Mumayokuna, segmenta mi tiga!	3.7239375	es
Chapter11_174_174.wav	¡Chalo a con acahuá ni ucing! ¡Aspau como m'aníais con!	3.492375	es
Chapter11_175_175.wav	y a cuca ni a mana obviana para azican.	2.5494375	es
Chapter11_176_176.wav	Sin ajántagas papi sin llamar netar pongapajas usarincho.	3.644625	es
Chapter11_179_179.wav	¡Ves una pacha!	0.9403125	es
Chapter11_17_17.wav	Tuco y Corita a Pashpa, y un chiquitaca ni más alta, panba jaón, que antes era una cosa.	5.9863125	es
Chapter11_182_182.wav	y yo me he comido con mi okama que está...	1.976	es
Chapter11_184_184.wav	y ya sé, chucho, no, ya sé, chanichu	2.5660625	es
Chapter11_185_185.wav	Ya no me he hecho ni chu	0.9800625	es
Chapter11_189_189.wav	Y un casimicar a chugrísca mi carne.	2.46175	es
Chapter11_18_18.wav	y hacha una vacita, sucha cata cu soñerca con una.	4.7531875	es
Chapter11_191_191.wav	A ver.	0.6860625	es
Chapter11_192_192.wav	Ni... Ni way.	0.850625	es
Chapter11_195_195.wav	Y si no ca...	1.3661875	es
Chapter11_199_199.wav	¡Ali, pa' che, ya ni!	1.324	es
Chapter11_19_19.wav	Caracos que tapes y hagiangajos económicasca.	4.306875	es
Chapter11_203_203.wav	¿Has hecho yo, Yankee?	1.5431875	es
Chapter11_204_204.wav	Na na na na pacha	1.791125	es
Chapter11_205_205.wav	Nukanchi Coricunata Karanji	2.080875	es
Chapter11_208_208.wav	yo ya en la pa'chura o escandi	2.422875	es
Chapter11_20_20.wav	Ay, yo se ha quitado por el recogrente.	1.476125	es
Chapter11_210_210.wav	y matapas, ni haru rana, cancha.	2.3695625	es
Chapter11_21_21.wav	Cháymia alipaca canga.	1.180375	es
Chapter11_23_23.wav	Sin chita uye chique, antauye chipe, ya despacacho	4.43825	es
Chapter11_24_24.wav	Manaka y Manaka y Aykongacho	1.8119375	es
Chapter11_27_27.wav	¡Caya y jujacta pica! ¡Más na' como na ta' un gucho y acongici!	3.2425	es
Chapter11_28_28.wav	¿Mana, ¿asca un goriscacho?	1.9626875	es
Chapter11_29_29.wav	Ruku Kuna, Commissiona, Kunata Yachan.	2.5100625	es
Chapter11_30_30.wav	Seí que una oanja en Berispas ha sido cohescante.	2.7665	es
Chapter11_32_32.wav	Sin apas, asimán, tajimán, te canbiris parezcan.	3.10775	es
Chapter11_33_33.wav	¡Aquí pica, chúia, Samaita, aisante!	2.7066875	es
Chapter11_34_34.wav	Sin ajáctas, mi cuita, mi cuantig.	2.4711875	es
Chapter11_35_35.wav	¡Chai ka un guchikorokona tamanchachimi!	3.071	es
Chapter11_38_38.wav	Sin apache, manna chaia, muškaço.	2.3610625	es
Chapter11_41_41.wav	¡Mana, múzpa, rispaca, toco y ta mitar y ringa!	3.341875	es
Chapter11_47_47.wav	Y me ha tapo y te ha pasado y pangichichu.	2.6339375	es
Chapter11_49_49.wav	¡Ni un camo a nivel que al palma coño piwa char el gan Guinispa!	4.1386875	es
Chapter11_4_4.wav	y manajatas que a Angi se muepa y hay currí, pa'itiari pa'i.	3.3628125	es
Chapter11_50_50.wav	¿Sinapas, al paloma ca, tauca, cótin, mari, coño, si caa?	4.131125	es
Chapter11_51_51.wav	Si no, cae su chuma, cae mandaca.	3.4609375	es
Chapter11_52_52.wav	¿Qué quenga ya le he llegado?	2.726625	es
Chapter11_54_54.wav	¡Vairá que ruco, ruco, mi! Sin apacíndita, fuc un rame.	4.135125	es
Chapter11_56_56.wav	¡Nucantig! ¡Mana, ya pago cúcuna, ¡paca!	2.6294375	es
Chapter11_57_57.wav	¡Ah, si, a tu suena mi can!	1.734125	es
Chapter11_5_5.wav	Alipunja, alipunja, ya escucho aici	2.4605625	es
Chapter11_63_63.wav	Sinaka, asa tasuyahichi.	2.65825	es
Chapter11_64_64.wav	¡Ruku, Kuna, Kirkarichi!	1.87875	es
Chapter11_65_65.wav	Tu cuya simitaquil parísca, Casi Shunchi.	2.957	es
Chapter11_67_67.wav	Pai mi ya, no pary, ni se pavizate en agorca.	2.8769375	es
Chapter11_68_68.wav	Manna, cheita que creí, ¿taba o ser canricho?	2.2661875	es
Chapter11_70_70.wav	¡Gusí, conmigo!	1.142375	es
Chapter11_71_71.wav	Sinami, sinami, yo pa' chane, yo pa' chane.	2.553	es
Chapter11_73_73.wav	¡Mana, mana, niuca o armica! ¡Oh, no hay watamantas! ¡Nya, o anuska mi can!	5.400625	es
Chapter11_76_76.wav	¿Niuca, ¿cómo no oye a Chiantama? ¿Tarimanga pa' que se amurcan, ¿y tú?	3.8243125	es
Chapter11_78_78.wav	¡Adi!	0.7928125	es
Chapter11_81_81.wav	¿Y más que?	0.794875	es
Chapter11_83_83.wav	¡Chai, ais, jujacta, conmigo y rima chumonani!	2.743125	es
Chapter11_84_84.wav	Nacho Sina Alikengayari	2.01325	es
Chapter11_85_85.wav	Ya, Alice, no pasa. Y más se te atariza.	3.4426875	es
Chapter11_86_86.wav	¡Chai Manaka, amaja Kirichu!	2.712625	es
Chapter11_87_87.wav	Amaruman, Núca, Vizacicia.	2.2010625	es
Chapter11_88_88.wav	paika puxagmikan	1.6358125	es
Chapter11_89_89.wav	pa' y camana y scaisiki masito	2.5740625	es
Chapter11_90_90.wav	¡Gas na vi ja tin y caí mi ziquorín!	2.6195625	es
Chapter11_91_91.wav	¡Vos y pinta una cuspa tarpo, Guarmi Conaka! ¡Hasta y matapas! ¡Yo, ya y pichari, na' cum!	5.92925	es
Chapter11_97_97.wav	Masikuna	1.2435625	es
Chapter11_98_98.wav	¡Líway!	0.6173125	es
Chapter12_100_100.wav	¡Aleja!	1.7250625	es
Chapter12_101_101.wav	¡Aleura, taca, taca, ganchichiii! Nacho!	2.6433125	es
Chapter12_105_105.wav	¿Qué pichas? ¿Qué pichúrenas?	2.26575	es
Chapter12_10_10.wav	Oye, ¿ciente? ¿Todo es un guillo?	1.921	es
Chapter12_112_112.wav	y masina ni haya chanchi	1.8428125	es
Chapter12_114_114.wav	Y nada que hay aspacunaca ni ocanchihpa, ni ocanchihpa que estáis acunabas, ni ocanchihpa que no hubo ruku ya ya como una pagmi can.	8.698625	es
Chapter12_116_116.wav	¿Mana, alba, aquí, ¿china con chica, mamá?	2.0021875	es
Chapter12_118_118.wav	que es a Ruku Gajbaka, New Canchipagmikan.	2.91175	es
Chapter12_11_11.wav	Con un anzato guairama juxijo	2.0904375	es
Chapter12_127_127.wav	¿Y ¿Mas te atan en gapa como una huangika y huanga?	2.2945	es
Chapter12_129_129.wav	Chaitami masica ningapagmunang.	2.1450625	es
