file	transcription	duration	forced_language
Chapter10_146_146.wav	¡Bentanaman que mirircán y mí!	2.126625	es
Chapter10_148_148.wav	¡Ni un cocaz y el baño se llaman a la otra!	2.9656875	es
Chapter10_150_150.wav	¡Más y con! ¡A si pasan! ¡Y mal matapas manacayate en la cuscacho!	5.792125	es
Chapter10_151_151.wav	Somos, arrecha y somnis, capimi, espanyamanta, masíagre, mangapamonana, coche.	6.499125	es
Chapter10_152_152.wav	Sin apasca y jabonero pa' y jujacta pica. Espíritu con el maconapajute.	6.8569375	es
Chapter10_154_154.wav	y masina nín u chiza jackta ha tong invierno	4.392375	es
Chapter10_155_155.wav	Conanga, che al líneas de chariska guardmío, cura bombas y angata si me conavó, se amonajó.	7.723625	es
Chapter10_156_156.wav	Marta Pagosita, su aborto, aborto sin ascatan en ajorocami.	6.0184375	es
Chapter10_159_159.wav	¡Equí quinceo yuchis kangi! ¡Marta pa! ¡Habolo ni oposita!	4.9611875	es
Chapter10_163_163.wav	Cantaca, mana, herodis, pusaca, maa, na cunganga, chuchango.	4.8416875	es
Chapter10_164_164.wav	¡Husticia, canta, cachingami!	2.5451875	es
Chapter10_166_166.wav	¡Kispey, tío a esta iracora!	2.06375	es
Chapter10_168_168.wav	Apende sin riscata, martapa, ucita, bixamanda y ucchircán.	4.5909375	es
Chapter10_174_174.wav	Ni nada nada y te hacha a Rirka a pendicinis cao.	3.2326875	es
Chapter10_178_178.wav	Pito, ¿cán mancanirca? ¡Cambiíca abortó, Tazuras Canispa!	4.83275	es
Chapter10_179_179.wav	¡Te mando a polonio, taitaka! ¡Vecha y tu cuesta! ¡Pai pa' usita, uxayusaki manda!	7.2738125	es
Chapter10_182_182.wav	Apolonia, Runaqa, Paipa, Ucita, Vio, Las Camanas, Bicci, Tukus, Kakang.	4.9780625	es
Chapter10_189_189.wav	Cái, Commissiona, Pachutika, Kami. Pildora del día después.	4.0459375	es
Chapter10_190_190.wav	Tu cuijamunisipio jambejatuna o cupi, hay jambejatuna caranga.	5.0768125	es
Chapter10_197_197.wav	Caetaca, Caetaca Organización Mundial de la Salud, Ocumanda, Mishinanierka.	4.5101875	es
Chapter10_19_19.wav	su grúcura de alista Tauyarcani.	2.6095625	es
Chapter10_200_200.wav	Y si en la pacha te Itacura.	1.68525	es
Chapter10_207_207.wav	Y mapa, ¿qué haces en la campanilla? ¡Papa, niska, ¡má anacarina chunesками!	7.1493125	es
Chapter10_208_208.wav	Sin la Pacha Chucán, taita Cora.	2.440625	es
Chapter10_209_209.wav	A vortos con Amanda, fin y a rispaca, caecan bicuna oanga, manaya patiangacho.	5.4816875	es
Chapter10_215_215.wav	que hay anticonceptivos ni escacunaca, haricunapas, warnicunapas o agua cunata charina, mana charina tapas pa' y cuna mi jicunga.	8.8114375	es
Chapter10_216_216.wav	¡Wauwakuna! ¡Dios cachamushka ta charinaza!	4.1540625	es
Chapter10_218_218.wav	¡Ama, Dios, acá, cae, pichuré y chuteitacur!	3.0279375	es
Chapter10_219_219.wav	Aishu o Kukunapika machas, cacusa, con a ni violas pa'chichu saki.	4.198375	es
Chapter10_21_21.wav	Chas na' Caspaga Manuela, parque con na' Malzina Canti	3.4985625	es
Chapter10_222_222.wav	Hormico naca caicina, ya quija causa chung midios camunan.	5.116625	es
Chapter10_223_223.wav	¡Cá, tengo que ver a Dios!	1.850625	es
Chapter10_225_225.wav	Sinaka, pildora, hambicunaka, caya punja, paca, ceisujan bicunaka, caina punja, paca,	6.35725	es
Chapter10_22_22.wav	Mirka doman, Fodor Pugzanapambamang, Aizu Jacques Takunamang, Tina Kanchi.	4.7883125	es
Chapter10_230_230.wav	¡Hacupadre! ¡Kaijak taka, cingar y nienda rijo!	4.0228125	es
Chapter10_232_232.wav	Que es petit bajé su Cristo	2.5045625	es
Chapter10_233_233.wav	Havonero Pag, Ayujáctapi	2.3651875	es
Chapter10_234_234.wav	Vande mi amanta, Rima y Cuna.	2.353625	es
Chapter10_25_25.wav	¿Máez Pichai Manawa Likuna Corriminata Churanga Pomo Nankuna?	4.040875	es
Chapter10_27_27.wav	¡Ni ucachur y fredeón! ¡Cusís a mi carne!	3.0638125	es
Chapter10_2_2.wav	¡Hari Freddy y mata!	1.280125	es
Chapter10_32_32.wav	Pai, pa, vizacin gapa, curanata, cura, cusca, show, mochila, tapas, apariz, capurin.	5.770125	es
Chapter10_34_34.wav	Oye, ¿cikunata aparíspa? Por ir a carián línguí. Antén a kunata, cablé a kunata apas.	5.59725	es
Chapter10_36_36.wav	Tive lo rica le pachamari cagre en previs	3.3525625	es
Chapter10_38_38.wav	Maipi, mi chai, Will, son guadáñan, mi nata churras, que a nijon pusto manda pa' chacasung.	5.4350625	es
Chapter10_39_39.wav	Ahora, o a la niña, o a la chica.	2.2735	es
Chapter10_40_40.wav	así napacha, cuyos inajata afilado de rocumica grín.	4.372125	es
Chapter10_41_41.wav	Manuela, con la cabina piso yangi, Tokoyiman, huirachingi.	3.8205	es
Chapter10_42_42.wav	Y manéis panioca a freír.	2.4618125	es
Chapter10_45_45.wav	Conanga New Caluán Rixón	2.0278125	es
Chapter10_47_47.wav	¡Ni huefrey!	0.6635625	es
Chapter10_51_51.wav	Chaiwisto en Junaca, ¡hamen a sus pámizieras!	2.9596875	es
Chapter10_57_57.wav	Y un camas y verdimini hurca.	2.207875	es
Chapter10_69_69.wav	Mashi, ¿cabezco internet?	3.1739375	es
Chapter10_6_6.wav	¡Ni voy, Frey!	0.58975	es
Chapter10_72_72.wav	¡CaiPiga! ¡Mana, tu internet! ¡HappyPan!	2.1819375	es
Chapter10_77_77.wav	Manacomputadora, tablet con la tapa, se haré en con hacho.	3.3268125	es
Chapter10_78_78.wav	Pudzika, si naka nena usa grinchika programata sujeita.	3.9903125	es
Chapter10_79_79.wav	Mana, mana, lula.	1.211	es
Chapter10_83_83.wav	Casi arípica, que ahí se usa con la pi, en terreno manateando ni sepa huyate grinti.	4.659625	es
Chapter10_85_85.wav	Uyachi Antapiz y Amca Kona, Hattun Larkapi Grabaska y Amca Naganga Kamanga, Mineramanta Gerentheka, Alcaldea o Kumanchayarka.	9.4201875	es
Chapter10_86_86.wav	Caica y machinami, me deja pocha, Líar y Cajarin.	4.6803125	es
Chapter10_88_88.wav	Alcandés a Magdalena Ayala, Minga Chihuahi, Kushi Hushka Mikani, Kikintarik Siamanda.	6.785	es
Chapter10_90_90.wav	Wilson Walachi, empresa minera Walden Hans Nishka, ocupado por Sean McCann.	6.2705	es
Chapter10_92_92.wav	Al caldeza, y a ceensímica y municipio, y más allá de aquicunata chariquina,	5.312875	es
Chapter10_97_97.wav	Si no pachan mi don Guelachi.	2.733	es
Chapter10_98_98.wav	¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y ¿Y	2.578375	es
Chapter11_100_100.wav	Tu coitame charengi, rurocuna, verdura cuna, hihuacuna.	6.519875	es
Chapter11_101_101.wav	Con un anca-producto, ¿cómo la puchona?	2.3811875	es
Chapter11_104_104.wav	Y más pata, nos suó, tienda, tachuráncig.	2.62025	es
Chapter11_106_106.wav	¡Mai han cooperativo a gumer!	1.5815625	es
Chapter11_10_10.wav	Sien un u arcínico, chungo y ucina jambe con la paz.	4.745	es
Chapter11_114_114.wav	Cooperativas natandana, juzpa, gastucuna, tanda, chispa, jatuyushanchi.	5.8356875	es
Chapter11_118_118.wav	¡Such fondo comunta a la situación!	2.3495625	es
Chapter11_11_11.wav	Sinaka, ¿no te voy a hacer un guiche que ayer impresa mi nera, que hay más a mi puta?	4.5465625	es
Chapter11_120_120.wav	Muy oconata, era mienta conata motos pa'ca, tan danajus para rendición.	5.7215	es
Chapter11_121_121.wav	su cooperativa masicuna.	1.7651875	es
Chapter11_123_123.wav	Sina, Javong, Romero, Wang, Manchán y Jao Wang	4.332125	es
Chapter11_125_125.wav	Lina conata, la banda se sacunaban.	3.0035625	es
Chapter11_126_126.wav	Ruda tapas, colquita tapas a pa mucho.	2.872875	es
Chapter11_127_127.wav	Y más namús con Gigu, Mercinda.	2.3248125	es
Chapter11_12_12.wav	Ari, ¿saben punja? ¿Ajú va a estar con gapa que se amorca con una? Me disparo por gapa.	5.141375	es
Chapter11_130_130.wav	y un cooperativar fíjancancona.	2.487875	es
Chapter11_132_132.wav	y por que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no se puede ver que no	2.9605	es
Chapter11_142_142.wav	Chaites ya tapay pagian na panio mochico ta churacosca? Amaruca alcaldeza magdalena a elafa, n'au papi sea yarirca.	9.3921875	es
Chapter11_143_143.wav	¡Ajita, rimasa, poxa galcaldeza! Sin apasnuca jatuco y hacha chihuarca.	4.8019375	es
Chapter11_145_145.wav	a Rínis, Catacá, Rixinimi, Chinapas y Mataninga Pahumona Huta, Naha Muta, Nichua, Marus Anches.	6.695625	es
Chapter11_146_146.wav	La empresa amenera a Manta, a juja, grunat, que quinta recongabas a murcas.	4.4903125	es
Chapter11_148_148.wav	¿Oye, son gualichitas, ¿nejonguí?	2.020375	es
Chapter11_151_151.wav	Alcaldeza, que quien que haya changichu, Chayminas ha cielo abierto y Machina ya en Canataca.	5.7486875	es
Chapter11_154_154.wav	Alcaldeza, hujas parañar el pagrino.	3.3855625	es
Chapter11_157_157.wav	¡Uy a Pangeal Caldeza!	1.3548125	es
Chapter11_158_158.wav	que hażar y pica un recupedinamitata-churancon.	3.01525	es
Chapter11_159_159.wav	Chai Kippaka, Ushas Karomikona te ha pis pa' volvó tarurancón.	4.366375	es
Chapter11_161_161.wav	Catipeca, acasianuro, arcenico y acuas, mas jancona.	4.6630625	es
Chapter11_162_162.wav	que pasen a que cocinis, que no conatapas churas, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor, por favor,	6.5004375	es
Chapter11_163_163.wav	y a cuuta que quimba como una monta mi juxing.	3.8449375	es
Chapter11_166_166.wav	Pero ama ya patas de aquí ya richo, chay siempre sacunaca, suctratamente toda y acuta, rujan ni rica.	6.86375	es
Chapter11_168_168.wav	¿Qué hay que a mai pipe asmana, chinacho alcaldeza?	2.955	es
Chapter11_177_177.wav	¿Qué quenga ni el cangisianuro, arcenico?	3.4311875	es
Chapter11_178_178.wav	Me ocurrió pasión.	1.26825	es
Chapter11_180_180.wav	Que chai venen o con acá Canadá, Estados Unidos pica prohibido mi casca, ni nanta runa conata, aspatapas o agreschisca manta.	8.5841875	es
Chapter11_181_181.wav	Alcaldeza y maquita ricoche pa'	2.7443125	es
Chapter11_183_183.wav	Chico Riyani, que quiempa maki picharengui.	3.44575	es
Chapter11_186_186.wav	Te agramó esta tarea en capaca, pichca o harang, a litro y acuta, ven en los pames y oxitín.	5.801875	es
Chapter11_187_187.wav	Ya, sin acá, chaito, cuyo sinami, sin apas, sin apas ya no cuyo, no ata, cuun hasta acá, en plio, takun.	10.661125	es
Chapter11_188_188.wav	Hama a Sichiwaichu al Caldeza	2.51075	es
Chapter11_190_190.wav	Caita o guiapá y alcaldesa.	2.017625	es
Chapter11_193_193.wav	su exteriore portaje can	1.8945625	es
Chapter11_194_194.wav	Superiodiste, cuatoriano, ruralista.	2.2365625	es
Chapter11_196_196.wav	Hámonos con una paca ni más yanca y hay una explotación rármitia.	4.490875	es
Chapter11_197_197.wav	prostituta con ais tando con api	2.3889375	es
Chapter11_198_198.wav	Sieżto pa' chacán?	1.5275625	es
Chapter11_1_1.wav	Ni ucachurifredi, caçna ni warka.	2.20075	es
Chapter11_200_200.wav	Sinapas, cada y conapastía. Está domanculquígutapas con gami.	5.9711875	es
Chapter11_201_201.wav	Estadu pa ca, asiaja mis akiri.	2.23675	es
Chapter11_202_202.wav	Suerte tachares para cadíes por ciento, empresa extranjera con 90% tapa. Y un canchimama ya está cadíes por ciento ya tachari.	8.524875	es
Chapter11_206_206.wav	Cálico en toca alcaldeza magdalena, cayar 500 guata o haya, cerro rico, potosíor, cupí, bolívia mamá yactápica.	8.196875	es
Chapter11_207_207.wav	Nama Rusán, ya te animes.	2.57225	es
Chapter11_209_209.wav	Y hoy en Japón ya aná cancho al caldeza.	2.8846875	es
Chapter11_211_211.wav	Sabon Europa a el juro de Octapi.	2.2808125	es
Chapter11_212_212.wav	¡Pande mi amanta, Rima y Cuna!	2.3325	es
Chapter11_22_22.wav	que hay empresa que hay pica mana y hay con gachos.	2.7035625	es
Chapter11_25_25.wav	¿No te he pensado que no me hagas? ¿No te he pensado que no me hagas?	6.6789375	es
Chapter11_26_26.wav	¿No es que no es un momento de que no se puede ver?	3.53175	es
Chapter11_2_2.wav	suma causa y uyache y antimanta, chailar caladope runa a ellos ya que con causa pa' man risca	6.8238125	es
Chapter11_31_31.wav	¡Núcapas con Tajar y Cánico!	1.846625	es
Chapter11_36_36.wav	Habonero pa'is, ujata pica, ni anmas suya y te os antichu.	3.4445625	es
Chapter11_37_37.wav	Alcaldezaca, Guilla Chircami, COVID-19 con la Manta, pa' y con la cachaya monga menista.	6.16075	es
Chapter11_39_39.wav	Ni gringa con la chena con la paz, rosa con la paz, coba con la paz, ni manacha ya música.	6.4323125	es
Chapter11_3_3.wav	y a hipica, su carojakta manta empresa, mil na de oro, ni skata chorangapa monanacu.	6.5926875	es
Chapter11_40_40.wav	y más es Antocuna Ning	2.015	es
Chapter11_42_42.wav	¿Qué punja con la piñama? Primero lo te da chariso un poco con la par.	4.893125	es
Chapter11_43_43.wav	Y masina ni spaca, maja, 65 guata y alita, charizcuna mi vacuna ringa.	5.73675	es
Chapter11_44_44.wav	Siná que internerpí solicitó la chiquita, punja y pa'chata suya, ¿y aquí?	5.6853125	es
Chapter11_45_45.wav	Ponto al chayaiti!	1.637125	es
Chapter11_46_46.wav	¡Tú no te ha chingatis pa'ca! ¡Fila pisa ya iris pa' suya a esa ni'n!	4.8794375	es
Chapter11_48_48.wav	¡Alcaldesa! ¡Ni otra masina o a tatachar en itapas! ¡Naya chanica!	5.3741875	es
Chapter11_53_53.wav	Siná pases 75 watamán pasman naracha y en gich	4.3228125	es
Chapter11_55_55.wav	Pucha al caldeza, ¡sí, tapoí!	2.572375	es
Chapter11_58_58.wav	Ari, ¿quíingan ya va con narizca, caspan ya, manda que narizca?	4.2695	es
Chapter11_59_59.wav	Ari, Ministerio de Salud, mi autorización de acuarca.	3.988375	es
Chapter11_60_60.wav	Sin apaz, ya pata para jupi, ya querís que canme.	4.3501875	es
Chapter11_61_61.wav	¡Achalcaldeza! ¡Ama, ya patapina a víspa! ¡Utch, rúrra!	4.0255625	es
Chapter11_62_62.wav	Ministério, ¿tacú? ¿Tienes pobre? ¿Qué quiza que guamba con la pásbaco naringa ni huasca?	6.5050625	es
Chapter11_66_66.wav	¡Núca Irgany al Calde Sauri Mangapag! ¡Emanagcha y vacuna nisca con la mantaca! ¡Achesta oanga, empresa minera manta!	9.205125	es
Chapter11_69_69.wav	Dono un serio que quinquenba chorica, o ya se han atacado alita mi apajo.	4.961375	es
Chapter11_6_6.wav	JP Internet señal Natalpe en TV en la taca grabarca Amaruan como una manta de gente con agua, su masicuna guampas	9.2885625	es
Chapter11_72_72.wav	Sinaca, ¿qué que me guarda mi capa? Proyecto de huertos familiar con agua por hijo.	6.202375	es
Chapter11_74_74.wav	Fredes, jujus, y como pisata y guanercas, masí.	3.13175	es
Chapter11_75_75.wav	Ay, ¿na ya te alcaní que es fichí o a idónio, un sebi?	3.493	es
Chapter11_77_77.wav	Alcaldesa, hasta bengar y cheiproyecto menero manta, Riemann Gapami, se amorcani.	5.5170625	es
Chapter11_79_79.wav	¡Gay! ¡Yangay canyó con chiquen, municipio! ¡Pagalipacacanacan! ¡Gayacunimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimimim	4.9111875	es
Chapter11_7_7.wav	Saboniro Pag, ¡ahí jujate tapí!	2.4578125	es
Chapter11_80_80.wav	Manamana, ¿o qué ya? ¿Más cerca de esa?	2.3354375	es
Chapter11_82_82.wav	¡Mina tamá y fecha o reglín!	1.6999375	es
Chapter11_8_8.wav	Pandemia Manta, Rima Ykun.	2.3359375	es
Chapter11_92_92.wav	Vode gamaanta gumersin da guarmica, o así piñata, maipipas darpunata y hacha chiskami.	6.4930625	es
Chapter11_93_93.wav	¡Suchunaka mangakunata lechugaun! Rawa no anchuran.	4.7590625	es
Chapter11_94_94.wav	Chaisuca, Perhílta, Colantrota, Vintanapio Arcuspa, Fococín.	6.1474375	es
Chapter11_95_95.wav	¡Siu kunaka! ¡Vote ya ta! ¡Dubo kunata pierca piergo arcochpa! ¡Sinaspa! ¡Col! ¡Sinas ya ta! ¡Sivo ya kunata guinyatinaro!	9.8074375	es
Chapter11_96_96.wav	Ay, que ayúarme con la... Sapa tus cuuna pija, Manaratar Poshka.	4.7796875	es
Chapter11_99_99.wav	Ni más humercinda.	1.111875	es
Chapter11_9_9.wav	John Gashou Capítulo	1.564875	es
Chapter12_102_102.wav	¡Jalada, ¿de usted?	1.4691875	es
Chapter12_103_103.wav	Trague que cae, trago que hacha y juro ta oanyo chinglinga!	5.2065625	es
Chapter12_104_104.wav	¡Tienes que ir con la gente!	1.835125	es
Chapter12_106_106.wav	¡Y ahora mandí recto, recto, llary!	2.6880625	es
Chapter12_107_107.wav	Salud mas que una, salud	2.8771875	es
Chapter12_108_108.wav	J.Hawaman Yopee de la comunidad J.P. me ha estado así indicado, se ejecurin	5.7525	es
